article_url,article_text,article_date_created,article_date_updated
https://www.thejournal.ie/london-dublin-ifsc-2879876-Jul2016/,"
IRELAND HAS GONE on a charm offensive following Britain’s vote to leave the EU, hoping to woo London-based financial institutions despite fears Dublin is ill-equipped for an influx of high-flying executives.
Martin Shanahan, head of IDA Ireland, said he expected British companies in all industries that depend on access to the EU market to relocate some services to countries within the union.
As the race to secure such business heats up, Ireland is honing its pitch.
“Make no mistake, any investment that becomes mobile as a result of a UK exit from the EU, we are in the market for that business,” Shanahan told AFP.
Dublin is just one of the cities hoping to poach some of London’s investment bankers, with Frankfurt, Paris, Luxembourg and Amsterdam also aiming to reap some of Brexit’s spoils.
The IFSC in Dublin./Photocall Ireland/Photocall Ireland
As the only other EU member where English is the first language, Ireland believes it is best placed to host City of London exiles.
Among its other attractions, the IDA cites the fact that Dublin is just an hour’s flight from London, Ireland’s legal system is similar to that of Britain, the country has a well-educated workforce and it boasts a low 12.5% corporation tax rate.
City on the Liffey
Dublin’s financial hub – the International Financial Services Centre (IFSC) – has been in business for three decades and employs around 30,000 people.
In one of the first such announcements, British investment fund manager Fidelity last week said it would move 100 jobs from London to Dublin, while stressing the decision was made before the Brexit referendum.
But not everyone is convinced that Dublin is a little London in the making.
Paul McAuliffe, chairman of Dublin City Council’s Economic Development and Enterprise Committee warned that the city’s “creaking” infrastructure made it unfit to cater for a corporate influx.
Advertisement
“One man remarked to me recently that if even one percent of London’s economic activities migrated here, we would be absolutely crippled and I would have to agree with his assessment,” he told AFP.
General manager of Intel in Ireland Eamonn Sinnott, Taoiseach Enda Kenny and IDA boss Martin Shanahan at an event last year in Smithfield.Sam BoalSam Boal
McAuliffe relates a litany of shortcomings, from a dearth of properties for sale or rent, patchy public transport that causes daily traffic gridlock to the existence of a single runway at Dublin Airport.
Housing shortage
The annual Web Summit that used to attract tens of thousands of heavy-hitters from the global tech world announced last year it was decamping from Dublin to Portugal to ensure participants had access to hot showers and wifi, among other staples.
“After three years of asking and asking we still don’t have even one single page outlining even a basic committed plan for the city,” the event’s frustrated co-founder Paddy Cosgrave told the government.
The IDA chief played down the problems, pointing out that investment from abroad had added 19,000 new jobs last year and that the economy, which rebounded from years of austerity to post a staggering 26.3% growth last year, is in rude good health.
He conceded that the emergence of a the ‘Silicon Docks’ tech hub in Dublin, housing European operations for giants like Google, Facebook and LinkedIn had added to the housing backlog.
“There are pinch points, particularly in housing but this is now top of the government agenda and will be addressed,” Shanahan said.
A senior IFSC-based finance executive said a shortage of experienced traders in Dublin would also see it struggle to compete.
“There is certainly no reserve pool of experienced forex traders in Dublin so relocation of first-line services on the asset management side would mean recruitment in London,” the executive said, speaking on condition of anonymity.
At the moment, such hires were only happening at the rate of “ones and twos,” he added.
The IFSC trader was under no illusions about Dublin’s ability to take advantage of a London “Brexodus”.
- © AFP, 2016","7.15am, 17 Jul 2016",
https://www.thejournal.ie/business-warned-refund-irish-consumers-2853135-Jun2016/,"EUROPE HAS WARNED businesses in the UK against trying to dodge giving refunds to EU customers.
The issue was brought to the attention of the European Consumer Centre (ECC) after one UK-based trader refused to refund an Irish consumer who had bought goods online – citing the result of the Brexit referendum as the reason.
The item in question was a dress which the buyer said didn’t fit correctly.
Under EU law a 14-day ‘cooling-off’ period exists, when the person doesn’t have to give a reason to receive a full refund.
However, when this person went to get their money back the company told them that EU consumer law no longer applied in the UK.
Advertisement
Not happy
The ECC are pretty clear on this: EU consumer law for Britain is going nowhere just yet.
“A trader using Brexit to refuse the consumer’s right to cancel a distance contract is disregarding the legislation currently in force in the UK to protect consumers,” it said in a statement.
The consumer body states that these rules are “unlikely to change in the near future” and that “negotiations in relation to trade and other issues that may impact our future relationship are expected to take quite some time”.
The part of EU law that makes sure consumers can change their mind when buying something off the the internet is the EU Consumer Rights Directive, which is transposed into the UK law.
Beyond the initial fortnight laid down, it is possible that this period can be extended should there be a “breach of information” from the trader.
Readers like you are keeping these stories free for everyone...A mix of advertising and supporting contributions helps keep paywalls away from valuable information like this article.Over 5,000 readers like you have already stepped up and support us with a monthly payment or a once-off donation.Learn MoreSupport The Journal","8.06pm, 29 Jun 2016",
https://www.thejournal.ie/brexit-border-questions-2829259-Jun2016/,"WITH BRITAIN SET to go to the polls next week on leaving the EU, much of the Irish focus has been on the border.
With Ireland’s only land border an already contentious issue, its use as a political football this week has vexed many.
Speaking in Northern Ireland two weeks ago, British Chancellor George Osborne said that the Warrenpoint ferry could become the subject of passport checks.
Just this week, in the last Prime Minister’s Questions before the vote, David Cameron reiterated that point.
He said that a leave vote would mean either a return to a land border between north and south or “some sort of checks” as people leave Belfast for the rest of the UK.
“Therefore you can only either have new border controls between the Republic and Northern Ireland, or you’d have to have some sort of checks on people as they left Belfast.”
Border argument

The European Commission says it is not commenting as it does not want to campaign on either side, but Revenue in Ireland is investigating the practical implications – like how much reinstating the border checks would cost.
Locals in the border area fear that reinstatement of checks would be a deterrent to trade and travel.
Leave campaigners say the focus on the border is disingenuous and point out that the EU has a border with a non-EU country that is unpoliced between Sweden and Norway.
Advertisement
However, these are both Schengen Area countries, something neither Ireland nor the UK is.
A Foreign Office plan for the event of a Brexit is more clear on the issue.
Of course, Ireland and Britain had a common travel area before either were in the EU and that arrangement has prevailed over the years.
A government spokesperson directed us to this FAQ, which contains the following:
“It is difficult to imagine a situation where there would be no controls or checks on the movement of goods if the UK left the EU. This would inevitably involve additional costs. There might conceivably also be British as well as EU measures.
“It should be noted that the customs régime between the EU and some other third countries does not, however, involve fixed border posts but a less disruptive mixture of electronic filing and random physical checks.”
Confusion
Sources familiar with the discussions between the UK and EU say that there is “a lot of work to do” on what the exit terms will be if the Leave camp wins on Thursday.
Article 50 of the Lisbon Treaty provides for member states to leave the EU in accordance with their own constitution. However, it does not say how this would be handled.
In that way, the confusion remains over whether the EU would push the Irish government to enforce a border crossing with the north or whether Ireland’s government would resist such a plan.
Some in the Leave campaign worry that Brussels would impose punitive exit terms as a measure to dissuade other countries from leaving the union.
That, however, remains to be seen and would likely not be finalised until sometime this year, should the UK vote to leave this week.
Readers like you are keeping these stories free for everyone...A mix of advertising and supporting contributions helps keep paywalls away from valuable information like this article.Over 5,000 readers like you have already stepped up and support us with a monthly payment or a once-off donation.Learn MoreSupport The Journal","8.00am, 19 Jun 2016",
https://www.thejournal.ie/news-fix-222-2952650-Aug2016/,"NEED TO CATCH up?TheJournal.iebrings you a round-up of today’s news.
Members of Team Ireland with President Michael D Higgins and his wife Sabina at Áras an Uachtaráin today.Photo: Rollingnews.iePhoto: Rollingnews.ie
A Kashmiri man holding an umbrella fishes from a weed covered portion of the Dal Lake standing on a wooden bridge as it rains in Srinagar.Mukhtar KhanMukhtar Khan
#SCOTLAND:Two pilots in Glasgowwere arrestedon suspicion of being under the influence of alcohol.
Advertisement
#BREXIT:Reports say Theresa May is committed to getting the UK out of the European Union.
#SYRIA:Turkeyhas claimed to have killedat least 25 militants, while monitoring groups say 35 civilians were killed in the same area. [BBC]
#PRESIDENTIAL:Donal Trumpwas criticised for politicising the shooting dead of an NBA star’s cousin.
#GERMANY:The country’s economy ministerdefended his middle finger gestureto neo-Nazi protesters.
The summer is almost over, but this Dublin pubhas a delicious treatfor you to enjoy as you bid farewell to it for another year – the Iceberger milkshake. We’re not drooling, YOU’RE drooling. [DailyEdge]
Readers like you are keeping these stories free for everyone...A mix of advertising and supporting contributions helps keep paywalls away from valuable information like this article.Over 5,000 readers like you have already stepped up and support us with a monthly payment or a once-off donation.Learn MoreSupport The Journal","7.58pm, 28 Aug 2016",
https://www.thejournal.ie/brexit-bad-for-ireland-2048629-Apr2015/,"Updated at 1pm
A BRITISH EXIT (Brexit) from the EU could spell very bad news economically for Ireland according to anew report.
The claims, made by London-based apolitical think tankOpen Europe, are based upon an analysis of what economic and political impacts an exit would have on both the UK and Europe at large.
Ireland, as Britain’s closest neighbour and trading partner, would take any exit particularly hard the report claims, possibly even worse than Britain itself.
A worst case scenario for the Irish economy in the event of a Brexit would see us incurring a permanent loss of 3.1% to Gross Domestic Product (GDP) by 2030, or roughly €6 billion, while the best we could hope for would see us lose about 1.1% of GDP.
This contrasts with the predictions for the UK itself, which see a percentage increase to their GDP by 2030 assuming the best case scenario for any Brexit plays out.
Open EuropeOpen Europe
In both cases that would see us fare far worse than Britain itself.
There are several reasons given for why an exit would treat us so badly.
Firstly, our trade with Britain dwarfs that which we do with any other country -we currently export 16% of manufactured goods and 19% of services to the UK, with imports totalling 34% and 18% respectively. Given the barriers that will arise if Britain becomes a non-EU territory, the impact on our trade would be significant.
Such barriers would depend on what free-trade agreements the UK could strike up with the EU (an optimistic scenario), if any, or whether or not they’d be forced to rely on World Trade Organisation (WTO) rules.
The new border costs that would be incurred by the UK going it alone would also be significant according to the report. Regardless of how well Britain might do in striking up trade agreements with the EU, their borders (particularly between the south and Northern Ireland) would have to be secured.
Advertisement
Finally, Open Europe suggest that a Brexit would mean Ireland having to contribute an additional €177 million each year to the EU budget by the year 2030.
Jonathan Brady / PA Wire/Press Association ImagesJonathan Brady / PA Wire/Press Association Images / PA Wire/Press Association Images
British prime minister David Cameron has promised a UK referendum on whether or not to stay in the EU should he be returned to power following next month’s general election there.
The report urges the UK and Ireland to focus upon a common travel area between the countries in the event of a Brexit when the borders between the two countries are redrawn, removing the need for passport controls for example.
But most importantly, Open Europe stress the fact that given Ireland is so dependent on the UK from a trade point of view, it is in Irish interests to back the UK’s (for that, read David Cameron’s) efforts to reform the EU, most of which involve the removal of existing barriers to trade within the union itself, and also with the US.
It should be said that throughout its analysis Open Europe acknowledges that it has consistently campaigned for reform of EU trade rules to the UK’s benefit.
The think tank also claims that a UK exit would see the EU’s political and economic influence “become less globally competitive”, with the new entity’s Qualified Majority Voting (QMV) arrangements to be dominated by a France-led protectionist bloc, fundamentally opposed to free trade agreements.
Potential impact on political dominance within the EU following a BrexitOpen EuropeOpen Europe
So is this all doom-mongering, or do these fears have substance?
Speaking previously toTheJournal.ieon the subject, professor of finance at Trinity College Brian Lucey was very dismissive of both the chances of a Brexit happening, and of the potential impacts on Ireland should a Brexit come to pass.
“Look, a lot of misguided British people may want to leave Europe, but plenty of sensible British people don’t, common sense will most likely prevail,” he said.
It seems that Open Europe themselves are yet to be convinced on the likelihood of an exit happening – they runa barometeron the estimated chances of any exit, and currently the standings show an 83% probability that the UK will remain within the European Union.
Open EuropeOpen Europe
Readers like you are keeping these stories free for everyone...A mix of advertising and supporting contributions helps keep paywalls away from valuable information like this article.Over 5,000 readers like you have already stepped up and support us with a monthly payment or a once-off donation.Learn MoreSupport The Journal","12.00pm, 15 Apr 2015",
https://www.thejournal.ie/david-cameron-resigned-prime-minister-brexit-2842951-Jun2016/,"DAVID CAMERON IS resigning  as Prime Minister of the United Kingdom.
He announced his resignation just after 8.20am this morning, hours after the UK voted to leave the European Union.
Cameron said that he will serve as interim prime minister until a new prime minister is in place.
“I’m very proud to have been Prime Minister of this country for six years,” he told a press conference outside 10 Downing Street.
The Conservative leader said that there can be “no doubt” about the referendum result, after the electorate voted by 51.9%to 48.1% to leave the EU.  Cameron called the referendum, but had campaigned for the UK to remain.
Advertisement
“The British people have voted to leave the European Union and their will must be respected,” he said.
“I fought this campaign in the only way I know how – to say directly and passionately what I think and feel. Head, heart and soul. I held nothing back.”
Cameron said that he will leave it to his successor to trigger the formal process for Britain to leave the European Union.
He pointed to the achievements during his time in office, including the introduction of same-sex marriage and “restoring Britain’s economic strength”.
Cameron told reporters that the new leader should be in place by the Conservative party conference, which is held in early October.
The early favourite to replace Cameron is former London mayor Boris Johnson, who campaigned for the Leave side.
Readers like you are keeping these stories free for everyone...A mix of advertising and supporting contributions helps keep paywalls away from valuable information like this article.Over 5,000 readers like you have already stepped up and support us with a monthly payment or a once-off donation.Learn MoreSupport The Journal","8.24am, 24 Jun 2016",
https://www.thejournal.ie/brexit-what-happens-next-2842893-Jun2016/,"
AFTER BRITAIN’S LEAVE vote, the next hours, days and weeks will be crucial for the future of the European Union.
Here are the next steps to be taken ahead of Brexit becoming a reality:
Save the markets
With the stability of the global economy at risk, the European Central Bank is widely expected to make a statement to reassure markets.
Top EU officials meet
The EU’s top officials meet in Brussels at 8.30am today.
EU President Donald Tusk, European Commission chief Jean-Claude Juncker, European Parliament head Martin Schulz and Dutch Prime Minister Mark Rutte, whose country holds the six-month EU presidency, are expected to make a statement and address the press at around 10am.
Article 50
The 28 EU leaders — still including British Prime Minister David Cameron — will meet on 28 and 29 June in Brussels to digest and debate the results of the Leave vote.
Cameron may trigger Article 50 of the EU’s Lisbon Treaty, officially notifying EU leaders of Britain’s intention to leave. If he does this, Britain has a two-year window to complete negotiations over the terms of exit, although this period could be extended.
The article notesthat any member state “may decide to withdraw from the Union in accordance with its own constitutional requirements”.
If Britain wishes to re-enter the EU it must do so under Article 49, meaning this scenario is subject to a unanimous vote of member states.
Advertisement
French and German solutions
Foreign ministers from the EU’s six founding countries — France, Germany, Italy, Belgium, the Netherlands and Luxembourg — are expected to meet on Saturday in Berlin, according to European sources.
French President Francois Hollande will meet with German Chancellor Angela Merkel next week to discuss “European initiatives”.
The Merkel Hollande meet-up could be the occasion to announce plans for a long-rumoured Franco-German initiative on a better integrated defence and security strategy for Europe.
The leaders are seeking to use the plan to dispel doubts on the EU project unleashed by the British vote campaign.
Brussels acts
On Monday the European Commission’s top officials, who are nominated by the EU’s 28 member states, will begin mapping out the long road to an official Brexit at an extraordinary meeting in Brussels.
MEPs had also called for an extraordinary session of the European Parliament to be held in Brussels on Monday in the case of a Brexit vote.
Enter Slovakia
On 1 July, the Netherlands hands over the EU’s six-month rotating presidency to the relatively inexperienced Slovakia, which now must lead the negotiations towards Brexit.
Britain had been due to take the helm at the end of 2017 but will now give that up.
Legal work
EU civil servants will delay summer holidays to begin the painstaking legal work to bring about Brexit. The official British divorce from Europe would take at least two years.
But EU president Donald Tusk has warned that the whole process of negotiating trade and immigration deals with a non-EU Britain could take seven years in all.
-© AFP 2016with reporting by Órla Ryan","7.41am, 24 Jun 2016",
https://www.thejournal.ie/osborne-brexit-speech-2848070-Jun2016/,"BRITISH CHANCELLOR GEORGE Osborne has spoken for the first time since Friday’s Brexit vote result.
Osborne was a leading voice in the Remain camp but has, unlike his Prime Minister David Cameron, been silent since the result.
Speaking at the Treasury in London today, he said that he did not “resile from” the fallout of the result and said his department had put in “robust contingencies” for the result.
“The Bank of England (BoE) is able to lend in foreign currency, if needed. As (BoE governor) Mark Carney made clear on Friday, the bank is ready to make £250 billion available if needed.
“It will not be plain sailing in the days ahead, but we are equipped for what will happen.”
Osborne said that it was right that Britain would delay triggering Article 50 of the Lisbon Treaty, which would begin the process of leaving the EU, until after a new Prime Minister has been elected.
“The British economy is fundamentally strong…we remain open for business.
“Only the UK can trigger Article 50. In my judgement we should only do that when there is a clear view about what new arrangements we are seeking with our European neighbours,” Osborne said in his first public comments since the result.
While Osborne delayed the so-called “emergency Brexit budget” which he had said would come within two months of the vote until the autumn, he also addressed his own future, in light of his Prime Minister’s resignation.
Osborne said that he would address his future in the coming days and did not say whether he would serve an anti-EU government.
Advertisement
Meanwhile at home, the Dáil will be recalled to discuss the impact of a Brexit.
Markets
On the markets, the pound dropped again against the dollar, dipping 2% in early exchanges before climbing slightly.
While the currency recovered marginally as Friday wore on – helped by promises of financial market support from major central banks – the pound resumed its losses in early Asian business.
Stephen Innes, senior trader at OANDA Asia Pacific, warned sterling “is extremely vulnerable” and predicted an interest rate cut in the summer.
Proud and positive
Former London mayor Boris Johnson says that Britain should be “proud and positive”.
Writing in The Telegraph, Johnson said the country must heal.
“We who are part of this narrow majority must do everything we can to reassure the Remainers. We must reach out, we must heal, we must build bridges – because it is clear that some have feelings of dismay, and of loss, and confusion.
“We should be incredibly proud and positive about the UK, and what it can now achieve. And we will achieve those things together, with all four nations united. There is every cause for optimism; a Britain rebooted, reset, renewed and able to engage with the whole world.
“This was a seismic campaign whose lessons must be learnt by politicians at home and abroad.”
Readers like you are keeping these stories free for everyone...A mix of advertising and supporting contributions helps keep paywalls away from valuable information like this article.Over 5,000 readers like you have already stepped up and support us with a monthly payment or a once-off donation.Learn MoreSupport The Journal","7.29am, 27 Jun 2016",
https://www.thejournal.ie/readme/gerry-adams-united-ireland-2922882-Aug2016/,"THE ISSUE OF Irish unity has been absent from official Ireland’s centenary celebrations to mark 1916.
Parades and TV specials were seen, books were written, and reams of newspaper articles published. Songs of the period have been sung and debates held. But the fracture of the island by partition, the abandonment of the 1916 Proclamation as a declaration of freedom and justice for all of Ireland, has been ignored.
The Republic envisaged by the leaders of 1916 and by the Proclamation was to be a rejection of all that was bad, divisive and elitist in British imperialism and colonisation. It was to be an Ireland of equal citizens. A republic for all.
Today those of us who desire that outcome are told by some that we are being divisive. We are told that there will be a united Ireland at some undefined time in the future. But it will not happen through wishful thinking or sitting in a bar singing songs – not that there is anything wrong with singing songs of freedom – or simply talking about it.
It needs a political strategy with clear objectives and actions.
Failure to honour commitments
Those who advocate the wishful thinking approach to Irish unity point to the enhanced relationships between London and Dublin. They praise the ‘special’ relationship between the Irish and British governments as evidence of change. And while it is true that much progress has been made, the reality is that the British government has failed to honour key commitments within the Good Friday and other agreements.
It has unilaterally set aside elements of the various agreements, with barely a whimper of protest, especially from the Irish establishment. It has failed to deliver on a range of important issues, including:
The British have also obstructed efforts to resolve the legacy of the past by refusing to honour its commitments under the Haass agreement, failing to provide information on the Dublin/Monaghan and Dundalk bombs, and reneging on its Weston Park commitment to hold an inquiry into the murder of human rights lawyer Pat Finucane.
Brexit
The real value of the special relationship between the Irish and British governments was demonstrated in the recent Brexit campaign. It is clear the economic interests of the island of Ireland are collateral damage in a fight between factions of the right wing of British politics.
The implications of Brexit are becoming increasingly apparent. It is a real threat to the economy, imposing barriers to trade and a possible EU frontier across Ireland, creating a fundamental crisis in North-South co-operation.
At no time in the Brexit debate was the impact on Ireland, North or South, considered. Our national concerns were dismissed.
The people of the Northvoted againstBrexit. Just as they did in the Good Friday Agreement referendum, all sections of the community, republican and unionist, voted in the best interest of all. They voted to remain in the EU. Yet the British Government say they will impose Brexit on the North against the expressed will of the majority.
The economies north and south are interlinked and interdependent. It has been estimated that 200,000 jobs depend on all-Ireland trade. Arecent reporton economic modelling of Irish unity demonstrated a dividend and growth in a united Ireland.
Advertisement
The aftermath of the Brexit vote is a clear demonstration of the injustice of partition. It is fundamentally undemocratic and economically wrong. Partition makes no sense. Yet it continues.
Unity
A mechanism exists to end partition and bring about Irish unity, througha border poll.
The vast majority of people across Ireland voted for the Good Friday Agreement. It is worth remembering that 94% of people in the south and 74% of people in the North voted for the agreement.
It included a peaceful and democratic pathway to Irish unity that provided for concurrent referendums north and south. It obliged the two governments to legislate on the basis of referendums for Irish unity.
National unity is in the national interest. Wishful thinking will not bring about unity. We have a mechanism to achieve unity. We need all of those in favour of unity to act together to bring it about.
This is the time to plan and to build the maximum support for unity. The leadership of those parties which support Irish unity, acting together, could be the leadership which delivers it.
Eighteen years after the signing of the Good Friday Agreement, we should not need to convince the leaders of Fianna Fáil or Fine Gael to become persuaders for Irish unity.
The Irish government should have a plan for unity. A first step in the next term of the Oireachtas would be the development of an all-party group to bring forward a green paper for unity.
In addition, we need to develop plans for an all island health service; for public services in a united Ireland, through a united Ireland investment and prosperity plan.
Now is the time
The New Ireland Forum in its time created a space for discussion on constitutional options of change and developed a comprehensive economic options paper on the cost of partition.
It failed because it excluded Sinn Féín and operated at a time of a British veto on change – given voice by Margaret Thatcher with her “out, out, out” rejection. Thatcher is gone and so is the British veto.
Constitutional change is in the hands of the people of Ireland, North and South. The politics of exclusion failed, and Sinn Féin is jointly leading the government in the North.
We have the opportunity to end partition and build support for a new and united Ireland. A new Ireland that is built on equality and which is citizen centred and inclusive. The shape of that new Ireland remains to be drawn.
Now is the time for all parties who support Irish unity to come together to design the pathway to a new and united Ireland.
Gerry Adams is the leader of Sinn Féin.
Readers like you are keeping these stories free for everyone...A mix of advertising and supporting contributions helps keep paywalls away from valuable information like this article.Over 5,000 readers like you have already stepped up and support us with a monthly payment or a once-off donation.Learn MoreSupport The Journal","8.00pm, 11 Aug 2016",
https://www.thejournal.ie/uk-general-election-2851759-Jun2016/,"THE UK’S HEADING out of Europe, Labour is in disarray and David Cameron has announced his impending resignation – triggering a tussle for the leadership of the Conservative Party.
In the latest development,a group of Tory MPs have banded togetherto ‘Stop Boris’ after the former mayor of London emerged as favourite to take over as leader – and therefore, prime minister.
Former Liberal Democrat leader Nick Clegghas insisted it would be wrongfor the Tory party alone to select the next PM, but Cameron has said it will be up to his successor to call a snap general election.
This morning we’re asking:Should the UK call a snap general election now?Poll Results:Yes(6742)No(2456)No interest/no opinion(1361)YesNoNo interest/no opinionVote","8.28am, 29 Jun 2016",
