article_url,comment_text,comment_date,cleaned_comment
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,He should’ve sorted it while he was PM then. Shouting from the sidelines is much easier than actually getting it done.,2023-03-02 16:00:00,he shouldve sorted it while he was pm then shouting from the sidelines is much easier than actually getting it done
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Empty vessels make plenty of noise,2023-03-02 16:30:00,empty vessels make plenty of noise
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Who cares,2023-03-02 15:55:00,who cares
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Complete and utter w- -ker,2023-03-02 16:33:00,complete and utter w ker
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"Boris, you are as bad as the DUP! Just disappear.",2023-03-02 16:17:00,boris you are as bad as the dup just disappear
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"Unfortunately there are many people still in the UK who hate the Irish people and do not like when Ireland is doing better than Britain.
It is mostly prevalent amongst the privileged classes.",2023-03-02 17:29:00,unfortunately there are many people still in the uk who hate the irish people and do not like when ireland is doing better than britain it is mostly prevalent amongst the privileged classes
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"@Roger Bond: You know, in all my times I’ve been in England or NI and every English person I’ve met here in Ireland, I’ve yet to come across anyone that hates the Irish. In fact, they’ve often said how great/sound the Irish are and visa-versa with me.",2023-03-02 18:09:00,roger bond you know in all my times ive been in england or ni and every english person ive met here in ireland ive yet to come across anyone that hates the irish in fact theyve often said how greatsound the irish are and visaversa with me
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"@Alan Wright: Try listening to phone-in radio programs on BBC Ulster (Talkback, Nolan etc.) or looking at tweets from loyalists or Brexiteers, no shortage of”British” people who resent/hate Ireland or Irishness..",2023-03-02 18:37:00,alan wright try listening to phonein radio programs on bbc ulster talkback nolan etc or looking at tweets from loyalists or brexiteers no shortage ofbritish people who resenthate ireland or irishness
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"“It’s a matter of great regret that genome edited tomatoes won’t be able to go into a cheese and tomato sandwich in Northern Ireland now”. Seriously, did he honestly say that?
There must be people in his entourage betting money with him before these interviews saying to him, ” i dare you to say this, bet you a tenner you won’t”.",2023-03-02 17:05:00,its a matter of great regret that genome edited tomatoes wont be able to go into a cheese and tomato sandwich in northern ireland now seriously did he honestly say that there must be people in his entourage betting money with him before these interviews saying to him i dare you to say this bet you a tenner you wont
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,@Kevin: British genome edited tomatoes Kevin. You left out the key word.,2023-03-02 18:08:00,kevin british genome edited tomatoes kevin you left out the key word
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,So he’s telling Sunak to renege on the international treaty they signed ensuring a minimum of 15% corporate tax rate less than a year after signing it. Typical Borris,2023-03-02 17:25:00,so hes telling sunak to renege on the international treaty they signed ensuring a minimum of 15 corporate tax rate less than a year after signing it typical borris
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,That turd should not be getting free publicity in the media.,2023-03-02 16:46:00,that turd should not be getting free publicity in the media
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"HYS not open on AIB dept writedowns?!?
What’s that about?",2023-03-02 16:32:00,hys not open on aib dept writedowns whats that about
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Step aside you pompous git. Nobody wants to listen to you anymore,2023-03-02 16:54:00,step aside you pompous git nobody wants to listen to you anymore
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Feck off then and don’t vote it….,2023-03-02 16:54:00,feck off then and dont vote it
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,I suppose the pension bomb that happened to Liz Truss when she brought in tax cuts would have happened to him too if he slashed corporation tax.,2023-03-02 17:11:00,i suppose the pension bomb that happened to liz truss when she brought in tax cuts would have happened to him too if he slashed corporation tax
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"Does he not wish that he didn’t lie about the £320m on the red bus nor wish that he did better and care for the 1000′s that died of COVID because he was convinced that herd immunity was the way to go, before being convinced that human lives were more important? I bet he wished that he hadn’t been caught having all the booze ups during lockdown?",2023-03-02 19:28:00,does he not wish that he didnt lie about the 320m on the red bus nor wish that he did better and care for the 1000s that died of covid because he was convinced that herd immunity was the way to go before being convinced that human lives were more important i bet he wished that he hadnt been caught having all the booze ups during lockdown
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,I wonder who still believe in Bojo? He lies every day of his life. And now only wants to get to power again.,2023-03-02 18:21:00,i wonder who still believe in bojo he lies every day of his life and now only wants to get to power again
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"I suppose he has a lot of children to support. He’s not great at planning ahead, is he?",2023-03-02 18:33:00,i suppose he has a lot of children to support hes not great at planning ahead is he
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,A Jack Ass,2023-03-02 17:23:00,a jack ass
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Himself and Trump should be put in the same room and left there . 6×8 sounds big enough,2023-03-02 19:52:00,himself and trump should be put in the same room and left there 68 sounds big enough
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Seriously who the F cares what Bo Jo or the Unionists say or for that matter the British establishment not me that’s for sure.,2023-03-02 19:46:00,seriously who the f cares what bo jo or the unionists say or for that matter the british establishment not me thats for sure
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"Johnson is actually in the UK?!!! He signed a deal with an American agency for the lecture circuit for 2.5 million recently. He bought a new house for 4 million recently. He’s been earning a great deal of money giving public speeches around the world. Not a lot of time available for him to be in the UK…..and no pressing business he has there either, merely being a sitting MP.",2023-03-02 20:10:00,johnson is actually in the uk he signed a deal with an american agency for the lecture circuit for 25 million recently he bought a new house for 4 million recently hes been earning a great deal of money giving public speeches around the world not a lot of time available for him to be in the ukand no pressing business he has there either merely being a sitting mp
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"Between this clown, bojo, and the other g owl, B Ahern, politics in these islands have been badly damaged and these 2 fools just don’t get it. Amazing.",2023-03-02 18:14:00,between this clown bojo and the other g owl b ahern politics in these islands have been badly damaged and these 2 fools just dont get it amazing
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"Outbid? This is a situation that will effect peoples incomes and livelihoods no matter the outcome, not a bidding war on ebay Boris!. So far away from reality truly",2023-03-02 20:00:00,outbid this is a situation that will effect peoples incomes and livelihoods no matter the outcome not a bidding war on ebay boris so far away from reality truly
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,This guy is truly infatuated with his own posterior,2023-03-02 19:01:00,this guy is truly infatuated with his own posterior
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Useless gobsh*te….,2023-03-02 19:23:00,useless gobshte
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Why are you even reporting what this buffoon has to say,2023-03-02 18:17:00,why are you even reporting what this buffoon has to say
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Deservedly not proud of anything he ever did .,2023-03-02 20:09:00,deservedly not proud of anything he ever did
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,This is why we need more international regulation of taxes. Lower corporation taxes might look good to us in this country but globally this is a race to the bottom where the rich have to pay less and less tax and countries compete to attract them with lower taxes.,2023-03-02 22:17:00,this is why we need more international regulation of taxes lower corporation taxes might look good to us in this country but globally this is a race to the bottom where the rich have to pay less and less tax and countries compete to attract them with lower taxes
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,"@Nicholas McMurry: it’s provided 100 of thousands of jobs here and facilitated 1000s of supporting indigenous companies. All of which pay back the “lost” tax revenue.
Whatever ivory tower you type from was paid for by hard work and excellent strategy by the IDA to attract multinational investment.",2023-03-03 00:56:00,nicholas mcmurry its provided 100 of thousands of jobs here and facilitated 1000s of supporting indigenous companies all of which pay back the lost tax revenue whatever ivory tower you type from was paid for by hard work and excellent strategy by the ida to attract multinational investment
https://www.thejournal.ie/boris-johnson-difficult-vote-windsor-framework-6008783-Mar2023/,Silly twerp – even if he did lower corporation tax it would have done the UK FA as it’s not in the EU. If he opened his eyes he would noticed his predecessor’s much vaunted deal with one of Asia’s biggest car makers is falling apart due to export problems into the world’s biggest trading enterprise.,2023-03-02 23:37:00,silly twerp even if he did lower corporation tax it would have done the uk fa as its not in the eu if he opened his eyes he would noticed his predecessors much vaunted deal with one of asias biggest car makers is falling apart due to export problems into the worlds biggest trading enterprise
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,"Apart from illegal immigrants, who have been promised their own front door key and some landlords, the majority of people in the country have been ignored, used, and let down by our landlord politicians.
Hardly surprising that there is growing opposition to open door immigration and welfare for
all-comers when the government make no effort to look after our own.",2023-05-22 07:33:00,apart from illegal immigrants who have been promised their own front door key and some landlords the majority of people in the country have been ignored used and let down by our landlord politicians hardly surprising that there is growing opposition to open door immigration and welfare for allcomers when the government make no effort to look after our own
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,"It is really impossible now, after Roderick O’Gorman’s decision to translate his plans into multiple languages including the Georgian language, offering to provide asylum seekers with their “own-door” accommodation and “wrap-around supports, healthcare and education” on social media without having the infrastructure or finance to support it.",2023-05-22 08:39:00,it is really impossible now after roderick ogormans decision to translate his plans into multiple languages including the georgian language offering to provide asylum seekers with their owndoor accommodation and wraparound supports healthcare and education on social media without having the infrastructure or finance to support it
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,The reality is we are worse off than the last general election.,2023-05-22 07:27:00,the reality is we are worse off than the last general election
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,You reap what u sow after the crash construction workers and tradesmen were treated with contemt by the government lot emergrated some gave it up young lads now have no interest in construction as for bringing in foreign workers forget it no were for them or there families to live big mess,2023-05-22 07:29:00,you reap what u sow after the crash construction workers and tradesmen were treated with contemt by the government lot emergrated some gave it up young lads now have no interest in construction as for bringing in foreign workers forget it no were for them or there families to live big mess
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,"And won’t change by the following election either, regardless of who wins it!!
As someone else here mentioned, not enough builders and no indication of that changing. The last time we went on a building frenzy we imported the labour, they aren’t available anymore as every other developed country has a building shortage too.
Any politician who says they are going to solve the housing crisis is telling lies,
Regardless of what party or political persuasion.",2023-05-22 07:45:00,and wont change by the following election either regardless of who wins it as someone else here mentioned not enough builders and no indication of that changing the last time we went on a building frenzy we imported the labour they arent available anymore as every other developed country has a building shortage too any politician who says they are going to solve the housing crisis is telling lies regardless of what party or political persuasion
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,@P.J. Nolan: Agree fully.,2023-05-22 07:54:00,pj nolan agree fully
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,It’s going to get worse.,2023-05-22 07:45:00,its going to get worse
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,The situation will never improve with the rotating clown show that is going on. We’re the fools for putting them on the ballots at all.,2023-05-22 07:09:00,the situation will never improve with the rotating clown show that is going on were the fools for putting them on the ballots at all
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,Speculators including politicians buying up council land and then sitting on the property until it’s value increases by millions,2023-05-22 08:23:00,speculators including politicians buying up council land and then sitting on the property until its value increases by millions
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,"“What we need is a vast scaling up of ambition”. Don’t make me laugh! There needs to be ambition there in the first place, something that is nonexistent in this current government.",2023-05-22 09:11:00,what we need is a vast scaling up of ambition dont make me laugh there needs to be ambition there in the first place something that is nonexistent in this current government
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,A 100 years of lazy governments cannot be undone in 4 years,2023-05-22 08:21:00,a 100 years of lazy governments cannot be undone in 4 years
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,The ‘government’ (doesn’t matter who) has no interest in solving this.,2023-05-22 08:44:00,the government doesnt matter who has no interest in solving this
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,@TG McMahon: we will never know when them bunch are repeatedly left in charge again and again and again,2023-05-22 09:14:00,tg mcmahon we will never know when them bunch are repeatedly left in charge again and again and again
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,"The uncomfortable truth that has to be accepted by everyone – but the general public particularly – is that our infatuation with home ownership is directly driving the housing shortage as much as any other factor. The development companies say it outright, there isn’t enough profit in it for them to build.
The fact we have people tripping over themselves to buy houses at 3, 4, 500k is being preyed on.. all stakeholders want their 20, 40k out of each house. It’s a rat race. Like healthcare is going, if you don’t jump to private you’ll be left behind.
We need to jump off this Hollywood train where a coffee is 12 euro and a haircut 60 because everyone is ‘entitled’ to be a business person and buying your own house is a status badge as much as anything else. ‘We’ have created and are maintaining the rod for our own backs, and the gameplayers are using it to full capacity with the backing of FFG. There is no possible happy ending on this track, we need to stop thinking just me, me, me and look at what we have collectively created. We are not Kardashian.",2023-05-22 11:45:00,the uncomfortable truth that has to be accepted by everyone but the general public particularly is that our infatuation with home ownership is directly driving the housing shortage as much as any other factor the development companies say it outright there isnt enough profit in it for them to build the fact we have people tripping over themselves to buy houses at 3 4 500k is being preyed on all stakeholders want their 20 40k out of each house its a rat race like healthcare is going if you dont jump to private youll be left behind we need to jump off this hollywood train where a coffee is 12 euro and a haircut 60 because everyone is entitled to be a business person and buying your own house is a status badge as much as anything else we have created and are maintaining the rod for our own backs and the gameplayers are using it to full capacity with the backing of ffg there is no possible happy ending on this track we need to stop thinking just me me me and look at what we have collectively created we are not kardashian
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,"Housing and property is exactly why we have an open door policy on illegal immigration.
It is so companies like Cuckoo, Blackrock and other huge investment companies can maintain their asset prices ahead of any potential global financial crash. These companies are already taking a financial hit on all their commercial properties and the fear is that if there is another crash, all those family homes they have been buying out to bulk up their portfolios will also take a hit. It is no surprise that the government is now talking about converting office blocks into residential areas – this ensures that these companies boost the value of their commercial properties. I wonder how much of taxpayer’s money will be handed over in these refurbishments, most of which cost more to convert than if they were simply to build a new block of apartments? How much more of our public funds will be transferred to these private “shadow banks” as they are often referred to and more to the point, who will these apartments be for.
If there is another crash, these companies can no longer rely on quantitive easing, i.e. the central banks flooding the market with extra cash to keep their asset prices up, so how do you keep commercial and residential prices up in a failing economy? Oh, I know convert commercial to residential and simultaneously flood the country with a mass of people from all over the globe thus flooding the market with extra demand for housing. High demand plus low supply equals higher prices, che-ching!
On top of that, these companies won’t just secure high prices for their assets, but undoubtedly, in the interests of housing migrants, apartments and houses will be handed over to “asylum seekers” in the interest of “offering refuge”, whilst public money is used to subsidise or pay entirely for their rental costs, handing over further public funds to the same private interests in a double whammy of theft from the people – che-ching-che-ching!",2023-05-24 14:37:00,housing and property is exactly why we have an open door policy on illegal immigration it is so companies like cuckoo blackrock and other huge investment companies can maintain their asset prices ahead of any potential global financial crash these companies are already taking a financial hit on all their commercial properties and the fear is that if there is another crash all those family homes they have been buying out to bulk up their portfolios will also take a hit it is no surprise that the government is now talking about converting office blocks into residential areas this ensures that these companies boost the value of their commercial properties i wonder how much of taxpayers money will be handed over in these refurbishments most of which cost more to convert than if they were simply to build a new block of apartments how much more of our public funds will be transferred to these private shadow banks as they are often referred to and more to the point who will these apartments be for if there is another crash these companies can no longer rely on quantitive easing ie the central banks flooding the market with extra cash to keep their asset prices up so how do you keep commercial and residential prices up in a failing economy oh i know convert commercial to residential and simultaneously flood the country with a mass of people from all over the globe thus flooding the market with extra demand for housing high demand plus low supply equals higher prices cheching on top of that these companies wont just secure high prices for their assets but undoubtedly in the interests of housing migrants apartments and houses will be handed over to asylum seekers in the interest of offering refuge whilst public money is used to subsidise or pay entirely for their rental costs handing over further public funds to the same private interests in a double whammy of theft from the people chechingcheching
https://www.thejournal.ie/readme/housing-crisis-ireland-5-6071020-May2023/,But the government will look a whole lot different after it,2023-05-24 15:29:00,but the government will look a whole lot different after it
https://www.thejournal.ie/protocol-talks-monday-sunak-ursula-von-der-leyen-6005263-Feb2023/,"Nobody ( except the DUP) has ever said that to be part of the British Union that every single rule, protocol or policy has to be EXACTLY the same to be part of Great Britain.
Those DUP Gnobs need to open their eyes – but a “source from the DUP says the protocol negotiations have got to a point where it is who blinks first- and the DUP has cut their eyelids off. You would think that would make things easier to see",2023-02-27 07:24:00,nobody except the dup has ever said that to be part of the british union that every single rule protocol or policy has to be exactly the same to be part of great britain those dup gnobs need to open their eyes but a source from the dup says the protocol negotiations have got to a point where it is who blinks first and the dup has cut their eyelids off you would think that would make things easier to see
https://www.thejournal.ie/protocol-talks-monday-sunak-ursula-von-der-leyen-6005263-Feb2023/,"@Dave Harris: In fact even the DUP haven’t said that, they wanted different laws on abortion.",2023-02-27 11:03:00,dave harris in fact even the dup havent said that they wanted different laws on abortion
https://www.thejournal.ie/protocol-talks-monday-sunak-ursula-von-der-leyen-6005263-Feb2023/,Sammy Wilson and Nigel Dodds will say No again and again. They will not compromise on anything. Time to ask the people living in the North to vote on the agreement like they did on the GFA.,2023-02-27 09:24:00,sammy wilson and nigel dodds will say no again and again they will not compromise on anything time to ask the people living in the north to vote on the agreement like they did on the gfa
https://www.thejournal.ie/protocol-talks-monday-sunak-ursula-von-der-leyen-6005263-Feb2023/,"My guess is Sunak knows his card is marked and decided it’s time he started his legacy. He has to stand up to his own party on this, unbelievable.",2023-02-27 07:23:00,my guess is sunak knows his card is marked and decided its time he started his legacy he has to stand up to his own party on this unbelievable
https://www.thejournal.ie/protocol-talks-monday-sunak-ursula-von-der-leyen-6005263-Feb2023/,"- “efforts had been made to give Belfast a role in approving new EU laws that would apply in the North”
This is pretty much the difference between just being in the single market and actually being in the EU. In the latter case you have a seat at the table. This is what’s now being arranged for the DUP. I applaud it, but oh, the irony.",2023-02-27 07:38:00,efforts had been made to give belfast a role in approving new eu laws that would apply in the north this is pretty much the difference between just being in the single market and actually being in the eu in the latter case you have a seat at the table this is whats now being arranged for the dup i applaud it but oh the irony
https://www.thejournal.ie/protocol-talks-monday-sunak-ursula-von-der-leyen-6005263-Feb2023/,Looking forward to watching Jamie Bryson throwing his toys out of the pram on Twitter later. Popcorn at the ready.,2023-02-27 10:13:00,looking forward to watching jamie bryson throwing his toys out of the pram on twitter later popcorn at the ready
https://www.thejournal.ie/protocol-talks-monday-sunak-ursula-von-der-leyen-6005263-Feb2023/,The irony is that on the 1st January 2025 the decision to keep or scrap the protocol lies with the Northern Ireland assembly. From memory this is just a majority vote and is not covered by the veto rules.,2023-02-27 10:35:00,the irony is that on the 1st january 2025 the decision to keep or scrap the protocol lies with the northern ireland assembly from memory this is just a majority vote and is not covered by the veto rules
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,Oh what a pity never mind. You made your choice and fell for the obvious lies that were there for all to see so live with it.,2023-06-23 07:45:00,oh what a pity never mind you made your choice and fell for the obvious lies that were there for all to see so live with it
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,@Roy Dowling: Watched it last night average age of that Brexit audience was over 65yrs. If they had a more fairer average age of people who voted for Brexit then the percentage of those who changed their mind now would be much higher.,2023-06-23 08:53:00,roy dowling watched it last night average age of that brexit audience was over 65yrs if they had a more fairer average age of people who voted for brexit then the percentage of those who changed their mind now would be much higher
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"@Joe Johnson: I noticed that too, but those who voted for Brexit were, on average, older than those who voted remain, so maybe the audience was a fair reflection of leave voters",2023-06-23 09:28:00,joe johnson i noticed that too but those who voted for brexit were on average older than those who voted remain so maybe the audience was a fair reflection of leave voters
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"It was criminal that the tories went for a simple YES/NO vote with absolutely no facts covering the consequences of leave or remain, information that the voter would need to allow for an informed decision. It was obvious then and has been proven since that the UK government hadn’t a clue of the consequences of a leave vote. They peddled lies, racism, assumptions and tinted nostalgia. Oh well, they got what they voted for.",2023-06-23 07:49:00,it was criminal that the tories went for a simple yesno vote with absolutely no facts covering the consequences of leave or remain information that the voter would need to allow for an informed decision it was obvious then and has been proven since that the uk government hadnt a clue of the consequences of a leave vote they peddled lies racism assumptions and tinted nostalgia oh well they got what they voted for
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,@Paul Furey: 100% correct. No one knew what they were voting for and no one understood the consequences. Ironically the people want to return now but if they’re allowed to they’ll have to adopt the EURO.,2023-06-23 11:09:00,paul furey 100 correct no one knew what they were voting for and no one understood the consequences ironically the people want to return now but if theyre allowed to theyll have to adopt the euro
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"@Gearóid MacEachaidh: can’t see political parties in the UK wanting to pick up the Brexit shitty stick any time soon / even Kir Stamer and labour who’s likely to steamroll into power are saying they leaving Brexit in the past so they have a while yet before being able to even organise many new referendums or anything like it , complete mess",2023-06-23 13:04:00,gearóid maceachaidh cant see political parties in the uk wanting to pick up the brexit shitty stick any time soon even kir stamer and labour whos likely to steamroll into power are saying they leaving brexit in the past so they have a while yet before being able to even organise many new referendums or anything like it complete mess
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,They made their bed.,2023-06-23 07:49:00,they made their bed
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"@Martin O Connell: Unfortunately, the 48% who voted ‘no’ have to lie on it too.",2023-06-23 08:45:00,martin o connell unfortunately the 48 who voted no have to lie on it too
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,@Brendan O’Brien: thats democracy chief..,2023-06-23 09:00:00,brendan obrien thats democracy chief
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,And still we have far-right voices on this website calling for Ireland to leave too.,2023-06-23 08:30:00,and still we have farright voices on this website calling for ireland to leave too
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"@Brendan O’Brien: they are all of the same mould as brexiteers and magas. Clueless, vindictive and delusional.",2023-06-23 09:00:00,brendan obrien they are all of the same mould as brexiteers and magas clueless vindictive and delusional
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"@Brendan O’Brien: and they take issue with the term “far-right”, preferring instead to re-brand their “i hate everybody that doesn’t hate all the same people i hate” politics as being centrist and sensible and just really being a bunch of concerned mammies pushing buggies. They’re an utterly reprehensible bunch.",2023-06-23 13:42:00,brendan obrien and they take issue with the term farright preferring instead to rebrand their i hate everybody that doesnt hate all the same people i hate politics as being centrist and sensible and just really being a bunch of concerned mammies pushing buggies theyre an utterly reprehensible bunch
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,That’s because their useless Government promised to take control of their borders and stop the illegal immigration. It has got worse since Brixit. Leaving the EU was a good decision but many of their choices since have been poor.,2023-06-23 08:15:00,thats because their useless government promised to take control of their borders and stop the illegal immigration it has got worse since brixit leaving the eu was a good decision but many of their choices since have been poor
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,@Burn Turf: Total rubbish. Please don’t buy into all the rhetoric that it wasn’t done properly. It was a ludicrous mistake from the very start. There was never going to be any other outcome. It’s an unmitigated disaster for any country. They were sold a pup and they desperately want to believe anything that says they weren’t.,2023-06-23 08:18:00,burn turf total rubbish please dont buy into all the rhetoric that it wasnt done properly it was a ludicrous mistake from the very start there was never going to be any other outcome its an unmitigated disaster for any country they were sold a pup and they desperately want to believe anything that says they werent
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"@Burn Turf: A great decision, just look at all the upsides!!",2023-06-23 08:21:00,burn turf a great decision just look at all the upsides
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"Well, isn’t that a big surprise!!!!!",2023-06-23 07:59:00,well isnt that a big surprise
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,It’s way too early to know how Brexit will work out in the long term. Since the vote the UK and EU spent 3 years arguing with each other then covid hit then Ukraine. Despite all of that it’s worth noting that whilst the Eurozone is currently in recession the UK is not. I also find it ironic that so many here like to class themselves as nationalists and proclaim to be proud to be Irish yet they’re happy to give away more and more of our sovereignty year on year. Many of us have opinions shaped entirely by the media’s narrative rather than thinking independently for ourselves . It’s a funny old world that we live in.,2023-06-23 08:31:00,its way too early to know how brexit will work out in the long term since the vote the uk and eu spent 3 years arguing with each other then covid hit then ukraine despite all of that its worth noting that whilst the eurozone is currently in recession the uk is not i also find it ironic that so many here like to class themselves as nationalists and proclaim to be proud to be irish yet theyre happy to give away more and more of our sovereignty year on year many of us have opinions shaped entirely by the medias narrative rather than thinking independently for ourselves its a funny old world that we live in
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"@Michael OKelly: the UK went into technical recession in Sept 22 because they started raising their interest rates to combat inflation earlier than the EU. The EU has now experienced the exact same economic response just a little later, so I’m reality, at the moment, there is very little difference there.",2023-06-23 09:04:00,michael okelly the uk went into technical recession in sept 22 because they started raising their interest rates to combat inflation earlier than the eu the eu has now experienced the exact same economic response just a little later so im reality at the moment there is very little difference there
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"@Michael OKelly: utter balderdash..!!! You’re one of those that think sovereignty and borders put food on the table, enhances global productivity, promotes nationality like it’s a good thing and gives credence to misguided patriotic rhetoric.",2023-06-23 09:13:00,michael okelly utter balderdash youre one of those that think sovereignty and borders put food on the table enhances global productivity promotes nationality like its a good thing and gives credence to misguided patriotic rhetoric
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,"It was a highly entertaining show. I laughed out loud so many times. The highlight for me was the woman who said she voted for Brexit because roofers in the U.K. wore hard hats but in France and Germany you would see roofers without hats. Seriously, these people had a vote. Another guy claimed he saw refugees get out of boats and walk straight to the welfare office. It’s comedy gold how these ignorant people remain steadfast in their own stupidity.",2023-06-23 08:14:00,it was a highly entertaining show i laughed out loud so many times the highlight for me was the woman who said she voted for brexit because roofers in the uk wore hard hats but in france and germany you would see roofers without hats seriously these people had a vote another guy claimed he saw refugees get out of boats and walk straight to the welfare office its comedy gold how these ignorant people remain steadfast in their own stupidity
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,@2thFairy: Or how about the Welsh hairdresser who claimed that it was great because her town only had two food banks and now there were ten. You could not make that up.,2023-06-23 08:53:00,2thfairy or how about the welsh hairdresser who claimed that it was great because her town only had two food banks and now there were ten you could not make that up
https://www.thejournal.ie/brexit-supports-20-would-vote-different-now-6100706-Jun2023/,The gift that keeps on giving,2023-06-23 08:09:00,the gift that keeps on giving
